,user,Gender,Age,Income,Kmean cluster,Ad,Ad category,Ad type,Cat_rating,Feedback,OCEAN cluster
12634,U0035,M,40,1,6,Cat8_1,8,Text,1,Neg,6
12754,U0035,M,40,1,6,Cat8_2,8,Text,4,Pos,6
12874,U0035,M,40,1,6,Cat8_3,8,Text,3,Neg,6
12994,U0035,M,40,1,6,Cat8_4,8,Text,1,Neg,6
13114,U0035,M,40,1,6,Cat8_5,8,Text,1,Neg,6
13234,U0035,M,40,1,6,Cat8_6,8,Image,1,Neg,6
13354,U0035,M,40,1,6,Cat8_7,8,Image,1,Neg,6
13474,U0035,M,40,1,6,Cat8_8,8,Image,1,Neg,6
13594,U0035,M,40,1,6,Cat8_9,8,Image,1,Neg,6
13714,U0035,M,40,1,6,Cat8_10,8,Image,1,Neg,6
13834,U0035,M,40,1,6,Cat8_11,8,Rich Media,3,Neg,6
13954,U0035,M,40,1,6,Cat8_12,8,Rich Media,1,Neg,6
14074,U0035,M,40,1,6,Cat8_13,8,Rich Media,1,Neg,6
14194,U0035,M,40,1,6,Cat8_14,8,Rich Media,3,Neg,6
14314,U0035,M,40,1,6,Cat8_15,8,Rich Media,1,Neg,6
14434,U0035,M,40,1,6,Cat9_1,9,Text,3,Neg,6
14554,U0035,M,40,1,6,Cat9_2,9,Text,1,Neg,6
14674,U0035,M,40,1,6,Cat9_3,9,Text,1,Neg,6
14794,U0035,M,40,1,6,Cat9_4,9,Text,5,Pos,6
14914,U0035,M,40,1,6,Cat9_5,9,Text,1,Neg,6
15034,U0035,M,40,1,6,Cat9_6,9,Image,1,Neg,6
15154,U0035,M,40,1,6,Cat9_7,9,Image,1,Neg,6
15274,U0035,M,40,1,6,Cat9_8,9,Image,4,Pos,6
15394,U0035,M,40,1,6,Cat9_9,9,Image,1,Neg,6
15514,U0035,M,40,1,6,Cat9_10,9,Image,1,Neg,6
15634,U0035,M,40,1,6,Cat9_11,9,Rich Media,1,Neg,6
15754,U0035,M,40,1,6,Cat9_12,9,Rich Media,1,Neg,6
15874,U0035,M,40,1,6,Cat9_13,9,Rich Media,1,Neg,6
15994,U0035,M,40,1,6,Cat9_14,9,Rich Media,1,Neg,6
16114,U0035,M,40,1,6,Cat9_15,9,Rich Media,1,Neg,6
16234,U0035,M,40,1,6,Cat10_1,10,Text,1,Neg,6
16354,U0035,M,40,1,6,Cat10_2,10,Text,1,Neg,6
16474,U0035,M,40,1,6,Cat10_3,10,Text,1,Neg,6
16594,U0035,M,40,1,6,Cat10_4,10,Text,1,Neg,6
16714,U0035,M,40,1,6,Cat10_5,10,Text,1,Neg,6
16834,U0035,M,40,1,6,Cat10_6,10,Image,4,Pos,6
16954,U0035,M,40,1,6,Cat10_7,10,Image,1,Neg,6
17074,U0035,M,40,1,6,Cat10_8,10,Image,1,Neg,6
17194,U0035,M,40,1,6,Cat10_9,10,Image,1,Neg,6
17314,U0035,M,40,1,6,Cat10_10,10,Image,1,Neg,6
17434,U0035,M,40,1,6,Cat10_11,10,Rich Media,5,Pos,6
17554,U0035,M,40,1,6,Cat10_12,10,Rich Media,1,Neg,6
17674,U0035,M,40,1,6,Cat10_13,10,Rich Media,1,Neg,6
17794,U0035,M,40,1,6,Cat10_14,10,Rich Media,5,Pos,6
17914,U0035,M,40,1,6,Cat10_15,10,Rich Media,5,Pos,6
18034,U0035,M,40,1,6,Cat11_1,11,Text,1,Neg,6
18154,U0035,M,40,1,6,Cat11_2,11,Text,1,Neg,6
18274,U0035,M,40,1,6,Cat11_3,11,Text,1,Neg,6
18394,U0035,M,40,1,6,Cat11_4,11,Text,1,Neg,6
18514,U0035,M,40,1,6,Cat11_5,11,Text,1,Neg,6
18634,U0035,M,40,1,6,Cat11_6,11,Image,1,Neg,6
18754,U0035,M,40,1,6,Cat11_7,11,Image,1,Neg,6
18874,U0035,M,40,1,6,Cat11_8,11,Image,4,Pos,6
18994,U0035,M,40,1,6,Cat11_9,11,Image,1,Neg,6
19114,U0035,M,40,1,6,Cat11_10,11,Image,4,Pos,6
19234,U0035,M,40,1,6,Cat11_11,11,Rich Media,1,Neg,6
19354,U0035,M,40,1,6,Cat11_12,11,Rich Media,1,Neg,6
19474,U0035,M,40,1,6,Cat11_13,11,Rich Media,5,Pos,6
19594,U0035,M,40,1,6,Cat11_14,11,Rich Media,1,Neg,6
19714,U0035,M,40,1,6,Cat11_15,11,Rich Media,1,Neg,6
19834,U0035,M,40,1,6,Cat12_1,12,Text,1,Neg,6
19954,U0035,M,40,1,6,Cat12_2,12,Text,1,Neg,6
20074,U0035,M,40,1,6,Cat12_3,12,Text,1,Neg,6
20194,U0035,M,40,1,6,Cat12_4,12,Text,1,Neg,6
20314,U0035,M,40,1,6,Cat12_5,12,Text,1,Neg,6
20434,U0035,M,40,1,6,Cat12_6,12,Image,1,Neg,6
20554,U0035,M,40,1,6,Cat12_7,12,Image,1,Neg,6
20674,U0035,M,40,1,6,Cat12_8,12,Image,1,Neg,6
20794,U0035,M,40,1,6,Cat12_9,12,Image,1,Neg,6
20914,U0035,M,40,1,6,Cat12_10,12,Image,1,Neg,6
21034,U0035,M,40,1,6,Cat12_11,12,Rich Media,1,Neg,6
21154,U0035,M,40,1,6,Cat12_12,12,Rich Media,1,Neg,6
21274,U0035,M,40,1,6,Cat12_13,12,Rich Media,1,Neg,6
21394,U0035,M,40,1,6,Cat12_14,12,Rich Media,1,Neg,6
21514,U0035,M,40,1,6,Cat12_15,12,Rich Media,1,Neg,6
21634,U0035,M,40,1,6,Cat13_1,13,Text,1,Neg,6
21754,U0035,M,40,1,6,Cat13_2,13,Text,1,Neg,6
21874,U0035,M,40,1,6,Cat13_3,13,Text,1,Neg,6
21994,U0035,M,40,1,6,Cat13_4,13,Text,1,Neg,6
22114,U0035,M,40,1,6,Cat13_5,13,Text,1,Neg,6
22234,U0035,M,40,1,6,Cat13_6,13,Image,1,Neg,6
22354,U0035,M,40,1,6,Cat13_7,13,Image,1,Neg,6
22474,U0035,M,40,1,6,Cat13_8,13,Image,1,Neg,6
22594,U0035,M,40,1,6,Cat13_9,13,Image,1,Neg,6
22714,U0035,M,40,1,6,Cat13_10,13,Image,1,Neg,6
22834,U0035,M,40,1,6,Cat13_11,13,Rich Media,1,Neg,6
22954,U0035,M,40,1,6,Cat13_12,13,Rich Media,1,Neg,6
23074,U0035,M,40,1,6,Cat13_13,13,Rich Media,1,Neg,6
23194,U0035,M,40,1,6,Cat13_14,13,Rich Media,1,Neg,6
23314,U0035,M,40,1,6,Cat13_15,13,Rich Media,1,Neg,6
23434,U0035,M,40,1,6,Cat14_1,14,Text,1,Neg,6
23554,U0035,M,40,1,6,Cat14_2,14,Text,1,Neg,6
23674,U0035,M,40,1,6,Cat14_3,14,Text,1,Neg,6
23794,U0035,M,40,1,6,Cat14_4,14,Text,1,Neg,6
23914,U0035,M,40,1,6,Cat14_5,14,Text,1,Neg,6
24034,U0035,M,40,1,6,Cat14_6,14,Image,1,Neg,6
24154,U0035,M,40,1,6,Cat14_7,14,Image,1,Neg,6
24274,U0035,M,40,1,6,Cat14_8,14,Image,1,Neg,6
24394,U0035,M,40,1,6,Cat14_9,14,Image,1,Neg,6
24514,U0035,M,40,1,6,Cat14_10,14,Image,1,Neg,6
24634,U0035,M,40,1,6,Cat14_11,14,Rich Media,1,Neg,6
24754,U0035,M,40,1,6,Cat14_12,14,Rich Media,1,Neg,6
24874,U0035,M,40,1,6,Cat14_13,14,Rich Media,1,Neg,6
24994,U0035,M,40,1,6,Cat14_14,14,Rich Media,1,Neg,6
25114,U0035,M,40,1,6,Cat14_15,14,Rich Media,1,Neg,6
25234,U0035,M,40,1,6,Cat15_1,15,Text,1,Neg,6
25354,U0035,M,40,1,6,Cat15_2,15,Text,1,Neg,6
25474,U0035,M,40,1,6,Cat15_3,15,Text,1,Neg,6
25594,U0035,M,40,1,6,Cat15_4,15,Text,3,Neg,6
25714,U0035,M,40,1,6,Cat15_5,15,Text,1,Neg,6
25834,U0035,M,40,1,6,Cat15_6,15,Image,1,Neg,6
25954,U0035,M,40,1,6,Cat15_7,15,Image,1,Neg,6
26074,U0035,M,40,1,6,Cat15_8,15,Image,1,Neg,6
26194,U0035,M,40,1,6,Cat15_9,15,Image,1,Neg,6
26314,U0035,M,40,1,6,Cat15_10,15,Image,1,Neg,6
26434,U0035,M,40,1,6,Cat15_11,15,Rich Media,1,Neg,6
26554,U0035,M,40,1,6,Cat15_12,15,Rich Media,1,Neg,6
26674,U0035,M,40,1,6,Cat15_13,15,Rich Media,1,Neg,6
26794,U0035,M,40,1,6,Cat15_14,15,Rich Media,1,Neg,6
26914,U0035,M,40,1,6,Cat15_15,15,Rich Media,1,Neg,6
27034,U0035,M,40,1,6,Cat16_1,16,Text,1,Neg,6
27154,U0035,M,40,1,6,Cat16_2,16,Text,1,Neg,6
27274,U0035,M,40,1,6,Cat16_3,16,Text,1,Neg,6
27394,U0035,M,40,1,6,Cat16_4,16,Text,1,Neg,6
27514,U0035,M,40,1,6,Cat16_5,16,Text,1,Neg,6
27634,U0035,M,40,1,6,Cat16_6,16,Image,1,Neg,6
27754,U0035,M,40,1,6,Cat16_7,16,Image,1,Neg,6
27874,U0035,M,40,1,6,Cat16_8,16,Image,1,Neg,6
27994,U0035,M,40,1,6,Cat16_9,16,Image,1,Neg,6
28114,U0035,M,40,1,6,Cat16_10,16,Image,1,Neg,6
28234,U0035,M,40,1,6,Cat16_11,16,Rich Media,1,Neg,6
28354,U0035,M,40,1,6,Cat16_12,16,Rich Media,1,Neg,6
28474,U0035,M,40,1,6,Cat16_13,16,Rich Media,1,Neg,6
28594,U0035,M,40,1,6,Cat16_14,16,Rich Media,1,Neg,6
28714,U0035,M,40,1,6,Cat16_15,16,Rich Media,1,Neg,6
28834,U0035,M,40,1,6,Cat17_1,17,Text,5,Pos,6
28954,U0035,M,40,1,6,Cat17_2,17,Text,1,Neg,6
29074,U0035,M,40,1,6,Cat17_3,17,Text,1,Neg,6
29194,U0035,M,40,1,6,Cat17_4,17,Text,1,Neg,6
29314,U0035,M,40,1,6,Cat17_5,17,Text,1,Neg,6
29434,U0035,M,40,1,6,Cat17_6,17,Image,1,Neg,6
29554,U0035,M,40,1,6,Cat17_7,17,Image,1,Neg,6
29674,U0035,M,40,1,6,Cat17_8,17,Image,1,Neg,6
29794,U0035,M,40,1,6,Cat17_9,17,Image,1,Neg,6
29914,U0035,M,40,1,6,Cat17_10,17,Image,1,Neg,6
30034,U0035,M,40,1,6,Cat17_11,17,Rich Media,1,Neg,6
30154,U0035,M,40,1,6,Cat17_12,17,Rich Media,1,Neg,6
30274,U0035,M,40,1,6,Cat17_13,17,Rich Media,1,Neg,6
30394,U0035,M,40,1,6,Cat17_14,17,Rich Media,1,Neg,6
30514,U0035,M,40,1,6,Cat17_15,17,Rich Media,1,Neg,6
30634,U0035,M,40,1,6,Cat18_1,18,Text,1,Neg,6
30754,U0035,M,40,1,6,Cat18_2,18,Text,1,Neg,6
30874,U0035,M,40,1,6,Cat18_3,18,Text,1,Neg,6
30994,U0035,M,40,1,6,Cat18_4,18,Text,1,Neg,6
31114,U0035,M,40,1,6,Cat18_5,18,Text,1,Neg,6
31234,U0035,M,40,1,6,Cat18_6,18,Image,1,Neg,6
31354,U0035,M,40,1,6,Cat18_7,18,Image,1,Neg,6
31474,U0035,M,40,1,6,Cat18_8,18,Image,1,Neg,6
31594,U0035,M,40,1,6,Cat18_9,18,Image,1,Neg,6
31714,U0035,M,40,1,6,Cat18_10,18,Image,4,Pos,6
31834,U0035,M,40,1,6,Cat18_11,18,Rich Media,1,Neg,6
31954,U0035,M,40,1,6,Cat18_12,18,Rich Media,1,Neg,6
32074,U0035,M,40,1,6,Cat18_13,18,Rich Media,1,Neg,6
32194,U0035,M,40,1,6,Cat18_14,18,Rich Media,1,Neg,6
32314,U0035,M,40,1,6,Cat18_15,18,Rich Media,1,Neg,6
32434,U0035,M,40,1,6,Cat19_1,19,Text,1,Neg,6
32554,U0035,M,40,1,6,Cat19_2,19,Text,1,Neg,6
32674,U0035,M,40,1,6,Cat19_3,19,Text,3,Neg,6
32794,U0035,M,40,1,6,Cat19_4,19,Text,1,Neg,6
32914,U0035,M,40,1,6,Cat19_5,19,Text,1,Neg,6
33034,U0035,M,40,1,6,Cat19_6,19,Image,1,Neg,6
33154,U0035,M,40,1,6,Cat19_7,19,Image,1,Neg,6
33274,U0035,M,40,1,6,Cat19_8,19,Image,1,Neg,6
33394,U0035,M,40,1,6,Cat19_9,19,Image,1,Neg,6
33514,U0035,M,40,1,6,Cat19_10,19,Image,4,Pos,6
33634,U0035,M,40,1,6,Cat19_11,19,Rich Media,1,Neg,6
33754,U0035,M,40,1,6,Cat19_12,19,Rich Media,5,Pos,6
33874,U0035,M,40,1,6,Cat19_13,19,Rich Media,4,Pos,6
33994,U0035,M,40,1,6,Cat19_14,19,Rich Media,1,Neg,6
34114,U0035,M,40,1,6,Cat19_15,19,Rich Media,1,Neg,6
34234,U0035,M,40,1,6,Cat20_1,20,Text,1,Neg,6
34354,U0035,M,40,1,6,Cat20_2,20,Text,1,Neg,6
34474,U0035,M,40,1,6,Cat20_3,20,Text,3,Neg,6
34594,U0035,M,40,1,6,Cat20_4,20,Text,1,Neg,6
34714,U0035,M,40,1,6,Cat20_5,20,Text,2,Neg,6
34834,U0035,M,40,1,6,Cat20_6,20,Image,1,Neg,6
34954,U0035,M,40,1,6,Cat20_7,20,Image,1,Neg,6
35074,U0035,M,40,1,6,Cat20_8,20,Image,1,Neg,6
35194,U0035,M,40,1,6,Cat20_9,20,Image,1,Neg,6
35314,U0035,M,40,1,6,Cat20_10,20,Image,1,Neg,6
35434,U0035,M,40,1,6,Cat20_11,20,Rich Media,1,Neg,6
35554,U0035,M,40,1,6,Cat20_12,20,Rich Media,1,Neg,6
35674,U0035,M,40,1,6,Cat20_13,20,Rich Media,3,Neg,6
35794,U0035,M,40,1,6,Cat20_14,20,Rich Media,1,Neg,6
35914,U0035,M,40,1,6,Cat20_15,20,Rich Media,1,Neg,6
35,U0036,F,33,2,6,Cat1_1,1,Text,1,Neg,6
155,U0036,F,33,2,6,Cat1_2,1,Text,1,Neg,6
275,U0036,F,33,2,6,Cat1_3,1,Text,1,Neg,6
395,U0036,F,33,2,6,Cat1_4,1,Text,1,Neg,6
515,U0036,F,33,2,6,Cat1_5,1,Text,2,Neg,6
635,U0036,F,33,2,6,Cat1_6,1,Image,1,Neg,6
755,U0036,F,33,2,6,Cat1_7,1,Image,1,Neg,6
875,U0036,F,33,2,6,Cat1_8,1,Image,1,Neg,6
995,U0036,F,33,2,6,Cat1_9,1,Image,2,Neg,6
1115,U0036,F,33,2,6,Cat1_10,1,Image,5,Pos,6
1235,U0036,F,33,2,6,Cat1_11,1,Rich Media,3,Neg,6
1355,U0036,F,33,2,6,Cat1_12,1,Rich Media,3,Neg,6
1475,U0036,F,33,2,6,Cat1_13,1,Rich Media,4,Pos,6
1595,U0036,F,33,2,6,Cat1_14,1,Rich Media,1,Neg,6
1715,U0036,F,33,2,6,Cat1_15,1,Rich Media,1,Neg,6
1835,U0036,F,33,2,6,Cat2_1,2,Text,1,Neg,6
1955,U0036,F,33,2,6,Cat2_2,2,Text,1,Neg,6
2075,U0036,F,33,2,6,Cat2_3,2,Text,1,Neg,6
2195,U0036,F,33,2,6,Cat2_4,2,Text,1,Neg,6
2315,U0036,F,33,2,6,Cat2_5,2,Text,1,Neg,6
2435,U0036,F,33,2,6,Cat2_6,2,Image,1,Neg,6
2555,U0036,F,33,2,6,Cat2_7,2,Image,1,Neg,6
2675,U0036,F,33,2,6,Cat2_8,2,Image,1,Neg,6
2795,U0036,F,33,2,6,Cat2_9,2,Image,1,Neg,6
2915,U0036,F,33,2,6,Cat2_10,2,Image,1,Neg,6
3035,U0036,F,33,2,6,Cat2_11,2,Rich Media,1,Neg,6
3155,U0036,F,33,2,6,Cat2_12,2,Rich Media,1,Neg,6
3275,U0036,F,33,2,6,Cat2_13,2,Rich Media,1,Neg,6
3395,U0036,F,33,2,6,Cat2_14,2,Rich Media,1,Neg,6
3515,U0036,F,33,2,6,Cat2_15,2,Rich Media,1,Neg,6
3635,U0036,F,33,2,6,Cat3_1,3,Text,1,Neg,6
3755,U0036,F,33,2,6,Cat3_2,3,Text,1,Neg,6
3875,U0036,F,33,2,6,Cat3_3,3,Text,1,Neg,6
3995,U0036,F,33,2,6,Cat3_4,3,Text,1,Neg,6
4115,U0036,F,33,2,6,Cat3_5,3,Text,1,Neg,6
4235,U0036,F,33,2,6,Cat3_6,3,Image,1,Neg,6
4355,U0036,F,33,2,6,Cat3_7,3,Image,1,Neg,6
4475,U0036,F,33,2,6,Cat3_8,3,Image,1,Neg,6
4595,U0036,F,33,2,6,Cat3_9,3,Image,1,Neg,6
4715,U0036,F,33,2,6,Cat3_10,3,Image,1,Neg,6
4835,U0036,F,33,2,6,Cat3_11,3,Rich Media,1,Neg,6
4955,U0036,F,33,2,6,Cat3_12,3,Rich Media,1,Neg,6
5075,U0036,F,33,2,6,Cat3_13,3,Rich Media,1,Neg,6
5195,U0036,F,33,2,6,Cat3_14,3,Rich Media,1,Neg,6
5315,U0036,F,33,2,6,Cat3_15,3,Rich Media,1,Neg,6
5435,U0036,F,33,2,6,Cat4_1,4,Text,1,Neg,6
5555,U0036,F,33,2,6,Cat4_2,4,Text,1,Neg,6
5675,U0036,F,33,2,6,Cat4_3,4,Text,2,Neg,6
5795,U0036,F,33,2,6,Cat4_4,4,Text,1,Neg,6
5915,U0036,F,33,2,6,Cat4_5,4,Text,1,Neg,6
6035,U0036,F,33,2,6,Cat4_6,4,Image,1,Neg,6
6155,U0036,F,33,2,6,Cat4_7,4,Image,2,Neg,6
6275,U0036,F,33,2,6,Cat4_8,4,Image,1,Neg,6
6395,U0036,F,33,2,6,Cat4_9,4,Image,1,Neg,6
6515,U0036,F,33,2,6,Cat4_10,4,Image,1,Neg,6
6635,U0036,F,33,2,6,Cat4_11,4,Rich Media,1,Neg,6
6755,U0036,F,33,2,6,Cat4_12,4,Rich Media,1,Neg,6
6875,U0036,F,33,2,6,Cat4_13,4,Rich Media,1,Neg,6
6995,U0036,F,33,2,6,Cat4_14,4,Rich Media,4,Pos,6
7115,U0036,F,33,2,6,Cat4_15,4,Rich Media,1,Neg,6
7235,U0036,F,33,2,6,Cat5_1,5,Text,1,Neg,6
7355,U0036,F,33,2,6,Cat5_2,5,Text,1,Neg,6
7475,U0036,F,33,2,6,Cat5_3,5,Text,2,Neg,6
7595,U0036,F,33,2,6,Cat5_4,5,Text,1,Neg,6
7715,U0036,F,33,2,6,Cat5_5,5,Text,1,Neg,6
7835,U0036,F,33,2,6,Cat5_6,5,Image,1,Neg,6
7955,U0036,F,33,2,6,Cat5_7,5,Image,1,Neg,6
8075,U0036,F,33,2,6,Cat5_8,5,Image,1,Neg,6
8195,U0036,F,33,2,6,Cat5_9,5,Image,1,Neg,6
8315,U0036,F,33,2,6,Cat5_10,5,Image,2,Neg,6
8435,U0036,F,33,2,6,Cat5_11,5,Rich Media,3,Neg,6
8555,U0036,F,33,2,6,Cat5_12,5,Rich Media,4,Pos,6
8675,U0036,F,33,2,6,Cat5_13,5,Rich Media,3,Neg,6
8795,U0036,F,33,2,6,Cat5_14,5,Rich Media,3,Neg,6
8915,U0036,F,33,2,6,Cat5_15,5,Rich Media,3,Neg,6
9035,U0036,F,33,2,6,Cat6_1,6,Text,1,Neg,6
9155,U0036,F,33,2,6,Cat6_2,6,Text,1,Neg,6
9275,U0036,F,33,2,6,Cat6_3,6,Text,1,Neg,6
9395,U0036,F,33,2,6,Cat6_4,6,Text,1,Neg,6
9515,U0036,F,33,2,6,Cat6_5,6,Text,1,Neg,6
9635,U0036,F,33,2,6,Cat6_6,6,Image,1,Neg,6
9755,U0036,F,33,2,6,Cat6_7,6,Image,1,Neg,6
9875,U0036,F,33,2,6,Cat6_8,6,Image,1,Neg,6
9995,U0036,F,33,2,6,Cat6_9,6,Image,1,Neg,6
10115,U0036,F,33,2,6,Cat6_10,6,Image,1,Neg,6
10235,U0036,F,33,2,6,Cat6_11,6,Rich Media,1,Neg,6
10355,U0036,F,33,2,6,Cat6_12,6,Rich Media,3,Neg,6
10475,U0036,F,33,2,6,Cat6_13,6,Rich Media,1,Neg,6
10595,U0036,F,33,2,6,Cat6_14,6,Rich Media,1,Neg,6
10715,U0036,F,33,2,6,Cat6_15,6,Rich Media,1,Neg,6
10835,U0036,F,33,2,6,Cat7_1,7,Text,1,Neg,6
10955,U0036,F,33,2,6,Cat7_2,7,Text,1,Neg,6
11075,U0036,F,33,2,6,Cat7_3,7,Text,2,Neg,6
11195,U0036,F,33,2,6,Cat7_4,7,Text,1,Neg,6
11315,U0036,F,33,2,6,Cat7_5,7,Text,1,Neg,6
11435,U0036,F,33,2,6,Cat7_6,7,Image,1,Neg,6
11555,U0036,F,33,2,6,Cat7_7,7,Image,1,Neg,6
11675,U0036,F,33,2,6,Cat7_8,7,Image,1,Neg,6
11795,U0036,F,33,2,6,Cat7_9,7,Image,1,Neg,6
11915,U0036,F,33,2,6,Cat7_10,7,Image,1,Neg,6
12035,U0036,F,33,2,6,Cat7_11,7,Rich Media,1,Neg,6
12155,U0036,F,33,2,6,Cat7_12,7,Rich Media,1,Neg,6
12275,U0036,F,33,2,6,Cat7_13,7,Rich Media,1,Neg,6
12395,U0036,F,33,2,6,Cat7_14,7,Rich Media,1,Neg,6
12515,U0036,F,33,2,6,Cat7_15,7,Rich Media,1,Neg,6
12635,U0036,F,33,2,6,Cat8_1,8,Text,1,Neg,6
12755,U0036,F,33,2,6,Cat8_2,8,Text,1,Neg,6
12875,U0036,F,33,2,6,Cat8_3,8,Text,1,Neg,6
12995,U0036,F,33,2,6,Cat8_4,8,Text,1,Neg,6
13115,U0036,F,33,2,6,Cat8_5,8,Text,1,Neg,6
13235,U0036,F,33,2,6,Cat8_6,8,Image,1,Neg,6
13355,U0036,F,33,2,6,Cat8_7,8,Image,1,Neg,6
13475,U0036,F,33,2,6,Cat8_8,8,Image,1,Neg,6
13595,U0036,F,33,2,6,Cat8_9,8,Image,1,Neg,6
13715,U0036,F,33,2,6,Cat8_10,8,Image,1,Neg,6
13835,U0036,F,33,2,6,Cat8_11,8,Rich Media,1,Neg,6
13955,U0036,F,33,2,6,Cat8_12,8,Rich Media,1,Neg,6
14075,U0036,F,33,2,6,Cat8_13,8,Rich Media,1,Neg,6
14195,U0036,F,33,2,6,Cat8_14,8,Rich Media,1,Neg,6
14315,U0036,F,33,2,6,Cat8_15,8,Rich Media,1,Neg,6
14435,U0036,F,33,2,6,Cat9_1,9,Text,2,Neg,6
14555,U0036,F,33,2,6,Cat9_2,9,Text,1,Neg,6
14675,U0036,F,33,2,6,Cat9_3,9,Text,1,Neg,6
14795,U0036,F,33,2,6,Cat9_4,9,Text,1,Neg,6
14915,U0036,F,33,2,6,Cat9_5,9,Text,1,Neg,6
15035,U0036,F,33,2,6,Cat9_6,9,Image,1,Neg,6
15155,U0036,F,33,2,6,Cat9_7,9,Image,1,Neg,6
15275,U0036,F,33,2,6,Cat9_8,9,Image,1,Neg,6
15395,U0036,F,33,2,6,Cat9_9,9,Image,1,Neg,6
15515,U0036,F,33,2,6,Cat9_10,9,Image,1,Neg,6
15635,U0036,F,33,2,6,Cat9_11,9,Rich Media,1,Neg,6
15755,U0036,F,33,2,6,Cat9_12,9,Rich Media,1,Neg,6
15875,U0036,F,33,2,6,Cat9_13,9,Rich Media,1,Neg,6
15995,U0036,F,33,2,6,Cat9_14,9,Rich Media,1,Neg,6
16115,U0036,F,33,2,6,Cat9_15,9,Rich Media,1,Neg,6
16235,U0036,F,33,2,6,Cat10_1,10,Text,3,Neg,6
16355,U0036,F,33,2,6,Cat10_2,10,Text,1,Neg,6
16475,U0036,F,33,2,6,Cat10_3,10,Text,1,Neg,6
16595,U0036,F,33,2,6,Cat10_4,10,Text,2,Neg,6
16715,U0036,F,33,2,6,Cat10_5,10,Text,1,Neg,6
16835,U0036,F,33,2,6,Cat10_6,10,Image,2,Neg,6
16955,U0036,F,33,2,6,Cat10_7,10,Image,1,Neg,6
17075,U0036,F,33,2,6,Cat10_8,10,Image,1,Neg,6
17195,U0036,F,33,2,6,Cat10_9,10,Image,1,Neg,6
17315,U0036,F,33,2,6,Cat10_10,10,Image,1,Neg,6
17435,U0036,F,33,2,6,Cat10_11,10,Rich Media,1,Neg,6
17555,U0036,F,33,2,6,Cat10_12,10,Rich Media,4,Pos,6
17675,U0036,F,33,2,6,Cat10_13,10,Rich Media,4,Pos,6
17795,U0036,F,33,2,6,Cat10_14,10,Rich Media,1,Neg,6
17915,U0036,F,33,2,6,Cat10_15,10,Rich Media,4,Pos,6
18035,U0036,F,33,2,6,Cat11_1,11,Text,1,Neg,6
18155,U0036,F,33,2,6,Cat11_2,11,Text,1,Neg,6
18275,U0036,F,33,2,6,Cat11_3,11,Text,1,Neg,6
18395,U0036,F,33,2,6,Cat11_4,11,Text,2,Neg,6
18515,U0036,F,33,2,6,Cat11_5,11,Text,1,Neg,6
18635,U0036,F,33,2,6,Cat11_6,11,Image,1,Neg,6
18755,U0036,F,33,2,6,Cat11_7,11,Image,1,Neg,6
18875,U0036,F,33,2,6,Cat11_8,11,Image,1,Neg,6
18995,U0036,F,33,2,6,Cat11_9,11,Image,1,Neg,6
19115,U0036,F,33,2,6,Cat11_10,11,Image,1,Neg,6
19235,U0036,F,33,2,6,Cat11_11,11,Rich Media,1,Neg,6
19355,U0036,F,33,2,6,Cat11_12,11,Rich Media,1,Neg,6
19475,U0036,F,33,2,6,Cat11_13,11,Rich Media,1,Neg,6
19595,U0036,F,33,2,6,Cat11_14,11,Rich Media,1,Neg,6
19715,U0036,F,33,2,6,Cat11_15,11,Rich Media,1,Neg,6
19835,U0036,F,33,2,6,Cat12_1,12,Text,1,Neg,6
19955,U0036,F,33,2,6,Cat12_2,12,Text,1,Neg,6
20075,U0036,F,33,2,6,Cat12_3,12,Text,1,Neg,6
20195,U0036,F,33,2,6,Cat12_4,12,Text,1,Neg,6
20315,U0036,F,33,2,6,Cat12_5,12,Text,1,Neg,6
20435,U0036,F,33,2,6,Cat12_6,12,Image,1,Neg,6
20555,U0036,F,33,2,6,Cat12_7,12,Image,1,Neg,6
20675,U0036,F,33,2,6,Cat12_8,12,Image,1,Neg,6
20795,U0036,F,33,2,6,Cat12_9,12,Image,1,Neg,6
20915,U0036,F,33,2,6,Cat12_10,12,Image,1,Neg,6
21035,U0036,F,33,2,6,Cat12_11,12,Rich Media,1,Neg,6
21155,U0036,F,33,2,6,Cat12_12,12,Rich Media,1,Neg,6
21275,U0036,F,33,2,6,Cat12_13,12,Rich Media,1,Neg,6
21395,U0036,F,33,2,6,Cat12_14,12,Rich Media,1,Neg,6
21515,U0036,F,33,2,6,Cat12_15,12,Rich Media,1,Neg,6
21635,U0036,F,33,2,6,Cat13_1,13,Text,1,Neg,6
21755,U0036,F,33,2,6,Cat13_2,13,Text,1,Neg,6
21875,U0036,F,33,2,6,Cat13_3,13,Text,1,Neg,6
21995,U0036,F,33,2,6,Cat13_4,13,Text,1,Neg,6
22115,U0036,F,33,2,6,Cat13_5,13,Text,1,Neg,6
22235,U0036,F,33,2,6,Cat13_6,13,Image,1,Neg,6
22355,U0036,F,33,2,6,Cat13_7,13,Image,1,Neg,6
22475,U0036,F,33,2,6,Cat13_8,13,Image,1,Neg,6
22595,U0036,F,33,2,6,Cat13_9,13,Image,1,Neg,6
22715,U0036,F,33,2,6,Cat13_10,13,Image,1,Neg,6
22835,U0036,F,33,2,6,Cat13_11,13,Rich Media,1,Neg,6
22955,U0036,F,33,2,6,Cat13_12,13,Rich Media,1,Neg,6
